1 DIRIC 0 0 0 1
2 DIRIC 1 0 0 2
3 DIRIC 1 1 0 3
4 DIRIC 0 1 0 4
5 DIRIC 0 1 1 5
6 DIRIC 0 0 1 6
7 DIRIC 1 0 1 7
8 DIRIC 1 1 1 8
9 DIRIC 0.25 0 0 9
10 DIRIC 0.5 0 0 10
11 DIRIC 0.75 0 0 11
12 DIRIC 1 0.25 0 12
13 DIRIC 1 0.5 0 13
14 DIRIC 1 0.75 0 14
15 DIRIC 0.75 1 0 15
16 DIRIC 0.5 1 0 16
17 DIRIC 0.25 1 0 17
18 DIRIC 0 0.75 0 18
19 DIRIC 0 0.5 0 19
20 DIRIC 0 0.25 0 20
21 DIRIC 0 0.75 1 21
22 DIRIC 0 0.5 1 22
23 DIRIC 0 0.25 1 23
24 DIRIC 0.25 0 1 24
25 DIRIC 0.5 0 1 25
26 DIRIC 0.75 0 1 26
27 DIRIC 1 0.25 1 27
28 DIRIC 1 0.5 1 28
29 DIRIC 1 0.75 1 29
30 DIRIC 0.75 1 1 30
31 DIRIC 0.5 1 1 31
32 DIRIC 0.25 1 1 32
33 DIRIC 0 1 0.25 33
34 DIRIC 0 1 0.5 34
35 DIRIC 0 1 0.75 35
36 DIRIC 0 0 0.25 36
37 DIRIC 0 0 0.5 37
38 DIRIC 0 0 0.75 38
39 DIRIC 1 0 0.25 39
40 DIRIC 1 0 0.5 40
41 DIRIC 1 0 0.75 41
42 DIRIC 1 1 0.25 42
43 DIRIC 1 1 0.5 43
44 DIRIC 1 1 0.75 44
45 DIRIC 0.5 0.5 0 45
46 DIRIC 0.708333 0.708333 0 46
47 DIRIC 0.291667 0.708333 0 47
48 DIRIC 0.708333 0.291667 0 48
49 DIRIC 0.291667 0.291667 0 49
50 DIRIC 0.5 0.779762 0 50
51 DIRIC 0.220238 0.5 0 51
52 DIRIC 0.779762 0.5 0 52
53 DIRIC 0.5 0.220238 0 53
54 DIRIC 0.838542 0.838542 0 54
55 DIRIC 0.161458 0.838542 0 55
56 DIRIC 0.838542 0.161458 0 56
57 DIRIC 0.161458 0.161458 0 57
58 DIRIC 0 0.614162 0.354105 58
59 DIRIC 0 0.391309 0.242023 59
60 DIRIC 0 0.749151 0.605141 60
61 DIRIC 0 0.787741 0.195314 61
62 DIRIC 0 0.600504 0.807059 62
63 DIRIC 0 0.817649 0.39363 63
64 DIRIC 0 0.217694 0.487816 64
65 DIRIC 0 0.307159 0.78017 65
66 DIRIC 0 0.456913 0.541316 66
67 DIRIC 0 0.819931 0.83244 67
68 DIRIC 0 0.602847 0.160779 68
69 DIRIC 0 0.13929 0.882543 69
70 DIRIC 0 0.143167 0.24664 70
71 DIRIC 0.391569 0 0.439276 71
72 DIRIC 0.67993 0 0.785261 72
73 DIRIC 0.186847 0 0.617206 73
74 DIRIC 0.623789 0 0.244201 74
75 DIRIC 0.205693 0 0.225334 75
76 DIRIC 0.828188 0 0.37327 76
77 DIRIC 0.64008 0 0.529787 77
78 DIRIC 0.8372 0 0.635553 78
79 DIRIC 0.420571 0 0.707755 79
80 DIRIC 0.402266 0 0.188541 80
81 DIRIC 0.853426 0 0.834163 81
82 DIRIC 0.840395 0 0.173494 82
83 DIRIC 0.160295 0 0.407558 83
84 DIRIC 0.226236 0 0.845827 84
85 DIRIC 1 0.391569 0.439276 85
86 DIRIC 1 0.67993 0.785261 86
87 DIRIC 1 0.186847 0.617206 87
88 DIRIC 1 0.623789 0.244201 88
89 DIRIC 1 0.205693 0.225334 89
90 DIRIC 1 0.828188 0.37327 90
91 DIRIC 1 0.64008 0.529787 91
92 DIRIC 1 0.8372 0.635553 92
93 DIRIC 1 0.420571 0.707755 93
94 DIRIC 1 0.402266 0.188541 94
95 DIRIC 1 0.853426 0.834163 95
96 DIRIC 1 0.840395 0.173494 96
97 DIRIC 1 0.160295 0.407558 97
98 DIRIC 1 0.226236 0.845827 98
99 DIRIC 0.608431 1 0.439276 99
100 DIRIC 0.32007 1 0.785261 100
101 DIRIC 0.376211 1 0.244201 101
102 DIRIC 0.813153 1 0.617206 102
103 DIRIC 0.794307 1 0.225334 103
104 DIRIC 0.171812 1 0.37327 104
105 DIRIC 0.35992 1 0.529787 105
106 DIRIC 0.1628 1 0.635553 106
107 DIRIC 0.579429 1 0.707755 107
108 DIRIC 0.597734 1 0.188541 108
109 DIRIC 0.146574 1 0.834163 109
110 DIRIC 0.159605 1 0.173494 110
111 DIRIC 0.839705 1 0.407558 111
112 DIRIC 0.773764 1 0.845827 112
113 DIRIC 0.5 0.5 1 113
114 DIRIC 0.708333 0.708333 1 114
115 DIRIC 0.291667 0.708333 1 115
116 DIRIC 0.708333 0.291667 1 116
117 DIRIC 0.291667 0.291667 1 117
118 DIRIC 0.5 0.779762 1 118
119 DIRIC 0.220238 0.5 1 119
120 DIRIC 0.779762 0.5 1 120
121 DIRIC 0.5 0.220238 1 121
122 DIRIC 0.838542 0.838542 1 122
123 DIRIC 0.161458 0.838542 1 123
124 DIRIC 0.838542 0.161458 1 124
125 DIRIC 0.161458 0.161458 1 125
126 DIRIC 0.51723 0.511708 0.5 126
127 DIRIC 0.296766 0.711572 0.396179 127
128 DIRIC 0.701991 0.284571 0.650975 128
129 DIRIC 0.715986 0.702715 0.651736 129
130 DIRIC 0.369075 0.295429 0.31272 130
131 DIRIC 0.306864 0.306948 0.654337 131
132 DIRIC 0.730189 0.286161 0.34883 132
133 DIRIC 0.713956 0.730128 0.34968 133
134 DIRIC 0.373446 0.704828 0.698731 134
