218 127 61 58 63
219 73 11 49 57
220 54 102 46 17
221 88 14 48 56
222 134 105 106 100
223 128 85 93 87
224 12 49 57 94
225 47 80 55 9
226 48 108 56 15
227 97 40 87 78
228 111 43 101 92
229 131 71 79 74
230 129 101 99 107
231 81 78 87 41
232 92 101 95 44
233 132 82 89 76
234 130 71 83 75
235 130 47 51 80
236 130 45 51 47
237 134 100 107 105
238 133 96 103 90
239 132 73 82 76
240 134 114 120 100
241 20 55 59 70
242 21 67 122 62
243 133 88 96 90
244 54 18 46 68
245 134 114 113 120
246 132 73 76 77
247 89 12 57 94
248 80 9 75 55
249 108 15 103 56
250 133 88 90 91
251 127 104 105 102
252 132 89 97 76
253 72 119 79 25
254 107 120 31 100
255 121 86 28 93
256 61 54 68 18
257 114 21 122 62
258 81 98 41 87
259 101 44 112 95
260 130 80 71 75
261 133 111 90 103
262 125 72 26 117
263 124 116 86 29
264 114 32 100 122
265 104 61 33 110
266 131 79 84 74
267 104 63 33 61
268 38 65 74 64
269 119 25 84 79
270 121 28 98 93
271 107 112 31 120
272 128 93 98 87
273 109 67 35 106
274 129 101 107 112
275 65 23 123 115
276 131 65 66 64
277 128 77 78 72
278 73 11 51 49
279 53 88 14 48
280 52 102 17 46
281 129 91 92 86
282 20 50 59 47
283 118 65 22 62
284 68 19 50 59
285 108 52 102 16
286 94 53 88 13
287 73 51 10 80
288 132 85 89 94
289 114 32 120 100
290 72 26 117 119
291 116 29 121 86
292 133 108 99 103
293 19 20 50 59
294 67 106 60 35
295 119 84 24 115
296 121 27 117 98
297 112 116 30 120
298 52 102 16 17
299 53 88 13 14
300 73 11 10 51
301 132 97 89 85
302 51 47 9 80
303 48 108 15 52
304 12 49 94 53
305 84 24 115 123
306 124 112 116 30
307 125 27 98 117
308 118 65 115 23
309 133 99 111 103
310 82 89 2 57
311 3 56 96 103
312 61 110 54 4
313 109 5 67 122
314 125 81 26 72
315 32 109 100 122
316 124 95 29 86
317 75 1 70 55
318 18 46 68 50
319 119 25 24 84
320 121 28 27 98
321 112 120 30 31
322 82 89 76 39
323 42 96 90 103
324 69 65 23 123
325 118 65 23 22
326 51 10 80 9
327 12 94 13 53
328 108 15 52 16
329 18 68 19 50
330 118 114 62 21
331 75 1 36 70
332 89 39 97 76
333 42 111 103 90
334 32 120 100 31
335 29 121 86 28
336 72 26 119 25
337 125 7 81 98
338 124 95 112 8
339 61 33 110 4
340 82 89 39 2
341 3 42 103 96
342 84 6 123 69
343 38 64 74 37
344 64 83 74 37
345 106 60 35 34
346 7 81 98 41
347 44 95 8 112
348 83 36 37 70
349 118 22 21 62
350 34 104 63 33
351 20 1 55 70
352 109 5 35 67
353 39 97 76 40
354 42 111 90 43
355 9 75 55 1
356 89 2 57 12
357 3 15 56 103
358 64 83 37 70
359 40 78 41 87
360 43 92 44 101
361 61 4 54 18
362 38 84 69 6
363 32 109 122 5
364 5 21 67 122
365 83 75 36 70
366 125 7 26 81
367 124 95 8 29
368 110 4 17 54
369 6 69 23 123
370 82 2 11 57
371 14 3 56 96
372 84 6 24 123
373 125 7 98 27
374 124 112 30 8
